idx | actual | ideal | delta | note
 615 |  18    | 203  | -185 | *** MISMATCH
 616 |  17    | 201  | -184 | *** MISMATCH
 617 |  15    | 198  | -183 | *** MISMATCH
 618 |  14    | 196  | -182 | *** MISMATCH
 619 |  12    | 193  | -181 | *** MISMATCH
 620 |  11    | 190  | -179 | *** MISMATCH
 621 |  10    | 188  | -178 | *** MISMATCH
 622 |   9    | 185  | -176 | *** MISMATCH
 623 |   7    | 182  | -175 | *** MISMATCH
 624 |   6    | 179  | -173 | *** MISMATCH
 625 |   5    | 176  | -171 | *** MISMATCH
 626 |   4    | 173  | -169 | *** MISMATCH
 627 |   3    | 170  | -167 | *** MISMATCH
 628 |   2    | 167  | -165 | *** MISMATCH
 629 |   1    | 165  | -164 | *** MISMATCH
 630 |   0    | 162  | -162 | *** MISMATCH
 631 |   1    | 158  | -157 | *** MISMATCH
 632 |   2    | 155  | -153 | *** MISMATCH
 633 |   3    | 152  | -149 | *** MISMATCH
 634 |   4    | 149  | -145 | *** MISMATCH
 635 |   5    | 146  | -141 | *** MISMATCH
 636 |   6    | 143  | -137 | *** MISMATCH
 637 |   7    | 140  | -133 | *** MISMATCH
 638 |   9    | 137  | -128 | *** MISMATCH
 639 |  10    | 134  | -124 | *** MISMATCH
 640 |  11    | 131  | -120 | *** MISMATCH
 641 |  12    | 128  | -116 | *** MISMATCH
 642 |  14    | 124  | -110 | *** MISMATCH
 643 |  15    | 121  | -106 | *** MISMATCH
 644 |  17    | 118  | -101 | *** MISMATCH
 645 |  18    | 115  | -97 | *** MISMATCH
 646 |  20    | 112  | -92 | *** MISMATCH
 647 |  21    | 109  | -88 | *** MISMATCH
 648 |  23    | 106  | -83 | *** MISMATCH
 649 |  25    | 103  | -78 | *** MISMATCH
 650 |  27    | 100  | -73 | *** MISMATCH
 651 |  29    |  97  | -68 | *** MISMATCH
 652 |  31    |  93  | -62 | *** MISMATCH
 653 |  33    |  90  | -57 | *** MISMATCH
 654 |  35    |  88  | -53 | *** MISMATCH
 655 |  37    |  85  | -48 | *** MISMATCH
 656 |  40    |  82  | -42 | *** MISMATCH
 657 |  42    |  79  | -37 | *** MISMATCH
 658 |  44    |  76  | -32 | *** MISMATCH
 659 |  47    |  73  | -26 | *** MISMATCH
 660 |  49    |  70  | -21 | *** MISMATCH
 661 |  52    |  67  | -15 | *** MISMATCH
 662 |  54    |  65  | -11 | *** MISMATCH
 663 |  57    |  62  | -5 | *** MISMATCH
 665 |  62    |  57  | +5 | *** MISMATCH
 666 |  65    |  54  | +11 | *** MISMATCH
 667 |  67    |  52  | +15 | *** MISMATCH
 668 |  70    |  49  | +21 | *** MISMATCH
 669 |  73    |  47  | +26 | *** MISMATCH
 670 |  76    |  44  | +32 | *** MISMATCH
 671 |  79    |  42  | +37 | *** MISMATCH
 672 |  82    |  40  | +42 | *** MISMATCH
 673 |  85    |  37  | +48 | *** MISMATCH
 674 |  88    |  35  | +53 | *** MISMATCH
 675 |  90    |  33  | +57 | *** MISMATCH
 676 |  93    |  31  | +62 | *** MISMATCH
 677 |  97    |  29  | +68 | *** MISMATCH
 678 | 100    |  27  | +73 | *** MISMATCH
 679 | 103    |  25  | +78 | *** MISMATCH
 680 | 106    |  23  | +83 | *** MISMATCH
 681 | 109    |  21  | +88 | *** MISMATCH
 682 | 112    |  20  | +92 | *** MISMATCH
 683 | 115    |  18  | +97 | *** MISMATCH
 684 | 118    |  17  | +101 | *** MISMATCH
 685 | 121    |  15  | +106 | *** MISMATCH
 686 | 124    |  14  | +110 | *** MISMATCH
 687 | 128    |  12  | +116 | *** MISMATCH
 688 | 131    |  11  | +120 | *** MISMATCH
 689 | 134    |  10  | +124 | *** MISMATCH
 690 | 137    |   9  | +128 | *** MISMATCH
 691 | 140    |   7  | +133 | *** MISMATCH
 692 | 143    |   6  | +137 | *** MISMATCH
 693 | 146    |   5  | +141 | *** MISMATCH
 694 | 149    |   5  | +144 | *** MISMATCH
 695 | 152    |   4  | +148 | *** MISMATCH
 696 | 155    |   3  | +152 | *** MISMATCH
 697 | 158    |   2  | +156 | *** MISMATCH
 698 | 162    |   2  | +160 | *** MISMATCH
 699 | 165    |   1  | +164 | *** MISMATCH
 700 | 167    |   1  | +166 | *** MISMATCH
 701 | 170    |   1  | +169 | *** MISMATCH
 702 | 173    |   0  | +173 | *** MISMATCH
 703 | 176    |   0  | +176 | *** MISMATCH
 704 | 179    |   0  | +179 | *** MISMATCH
 705 | 182    |   0  | +182 | *** MISMATCH
 706 | 185    |   0  | +185 | *** MISMATCH
 707 | 188    |   0  | +188 | *** MISMATCH
 708 | 190    |   0  | +190 | *** MISMATCH
 709 | 193    |   1  | +192 | *** MISMATCH
 710 | 196    |   1  | +195 | *** MISMATCH
 711 | 198    |   1  | +197 | *** MISMATCH
 712 | 201    |   2  | +199 | *** MISMATCH
 713 | 203    |   2  | +201 | *** MISMATCH
 714 | 206    |   3  | +203 | *** MISMATCH
 715 | 208    |   4  | +204 | *** MISMATCH
 716 | 211    |   5  | +206 | *** MISMATCH
 717 | 213    |   5  | +208 | *** MISMATCH
 718 | 215    |   6  | +209 | *** MISMATCH
 719 | 218    |   7  | +211 | *** MISMATCH
 720 | 220    |   9  | +211 | *** MISMATCH
 721 | 222    |  10  | +212 | *** MISMATCH
 722 | 224    |  11  | +213 | *** MISMATCH
 723 | 226    |  12  | +214 | *** MISMATCH
 724 | 228    |  14  | +214 | *** MISMATCH
 725 | 230    |  15  | +215 | *** MISMATCH
 726 | 232    |  17  | +215 | *** MISMATCH
 727 | 234    |  18  | +216 | *** MISMATCH
 728 | 235    |  20  | +215 | *** MISMATCH
 729 | 237    |  21  | +216 | *** MISMATCH
 730 | 238    |  23  | +215 | *** MISMATCH
 731 | 240    |  25  | +215 | *** MISMATCH
 732 | 241    |  27  | +214 | *** MISMATCH
 733 | 243    |  29  | +214 | *** MISMATCH
 734 | 244    |  31  | +213 | *** MISMATCH
 735 | 245    |  33  | +212 | *** MISMATCH
 736 | 246    |  35  | +211 | *** MISMATCH
 737 | 248    |  37  | +211 | *** MISMATCH
 738 | 249    |  40  | +209 | *** MISMATCH
 739 | 250    |  42  | +208 | *** MISMATCH
 740 | 251    |  44  | +207 | *** MISMATCH
 741 | 252    |  47  | +205 | *** MISMATCH
 742 | 253    |  49  | +204 | *** MISMATCH
 743 | 254    |  52  | +202 | *** MISMATCH
 744 | 255    |  54  | +201 | *** MISMATCH
 745 | 254    |  57  | +197 | *** MISMATCH
 746 | 253    |  59  | +194 | *** MISMATCH
 747 | 252    |  62  | +190 | *** MISMATCH
 748 | 251    |  65  | +186 | *** MISMATCH
 749 | 250    |  67  | +183 | *** MISMATCH
 750 | 249    |  70  | +179 | *** MISMATCH
 751 | 248    |  73  | +175 | *** MISMATCH
 752 | 246    |  76  | +170 | *** MISMATCH
 753 | 245    |  79  | +166 | *** MISMATCH
 754 | 244    |  82  | +162 | *** MISMATCH
 755 | 243    |  85  | +158 | *** MISMATCH
 756 | 241    |  88  | +153 | *** MISMATCH
 757 | 240    |  90  | +150 | *** MISMATCH
 758 | 238    |  93  | +145 | *** MISMATCH
 759 | 237    |  97  | +140 | *** MISMATCH
 760 | 235    | 100  | +135 | *** MISMATCH
 761 | 234    | 103  | +131 | *** MISMATCH
 762 | 232    | 106  | +126 | *** MISMATCH
 763 | 230    | 109  | +121 | *** MISMATCH
 764 | 228    | 112  | +116 | *** MISMATCH
 765 | 226    | 115  | +111 | *** MISMATCH
 766 | 224    | 118  | +106 | *** MISMATCH
 767 | 222    | 121  | +101 | *** MISMATCH
 768 | 220    | 124  | +96 | *** MISMATCH
 769 | 218    | 128  | +90 | *** MISMATCH
 770 | 215    | 131  | +84 | *** MISMATCH
 771 | 213    | 134  | +79 | *** MISMATCH
 772 | 211    | 137  | +74 | *** MISMATCH
 773 | 208    | 140  | +68 | *** MISMATCH
 774 | 206    | 143  | +63 | *** MISMATCH
 775 | 203    | 146  | +57 | *** MISMATCH
 776 | 201    | 149  | +52 | *** MISMATCH
 777 | 198    | 152  | +46 | *** MISMATCH
 778 | 196    | 155  | +41 | *** MISMATCH
 779 | 193    | 158  | +35 | *** MISMATCH
 780 | 190    | 162  | +28 | *** MISMATCH
 781 | 188    | 165  | +23 | *** MISMATCH
 782 | 185    | 167  | +18 | *** MISMATCH
 783 | 182    | 170  | +12 | *** MISMATCH
 784 | 179    | 173  | +6 | *** MISMATCH
 786 | 173    | 179  | -6 | *** MISMATCH
 787 | 170    | 182  | -12 | *** MISMATCH
 788 | 167    | 185  | -18 | *** MISMATCH
 789 | 165    | 188  | -23 | *** MISMATCH
 790 | 162    | 190  | -28 | *** MISMATCH
 791 | 158    | 193  | -35 | *** MISMATCH
 792 | 155    | 196  | -41 | *** MISMATCH
 793 | 152    | 198  | -46 | *** MISMATCH
 794 | 149    | 201  | -52 | *** MISMATCH
 795 | 146    | 203  | -57 | *** MISMATCH
 796 | 143    | 206  | -63 | *** MISMATCH
 797 | 140    | 208  | -68 | *** MISMATCH
 798 | 137    | 211  | -74 | *** MISMATCH
 799 | 134    | 213  | -79 | *** MISMATCH
 800 | 131    | 215  | -84 | *** MISMATCH
 801 | 128    | 218  | -90 | *** MISMATCH
 802 | 124    | 220  | -96 | *** MISMATCH
 803 | 121    | 222  | -101 | *** MISMATCH
 804 | 118    | 224  | -106 | *** MISMATCH
 805 | 115    | 226  | -111 | *** MISMATCH
 806 | 112    | 228  | -116 | *** MISMATCH
 807 | 109    | 230  | -121 | *** MISMATCH
 808 | 106    | 232  | -126 | *** MISMATCH
 809 | 103    | 234  | -131 | *** MISMATCH
 810 | 100    | 235  | -135 | *** MISMATCH
 811 |  97    | 237  | -140 | *** MISMATCH
 812 |  93    | 238  | -145 | *** MISMATCH
 813 |  90    | 240  | -150 | *** MISMATCH
 814 |  88    | 241  | -153 | *** MISMATCH
 815 |  85    | 243  | -158 | *** MISMATCH
 816 |  82    | 244  | -162 | *** MISMATCH
 817 |  79    | 245  | -166 | *** MISMATCH
 818 |  76    | 246  | -170 | *** MISMATCH
 819 |  73    | 248  | -175 | *** MISMATCH
 820 |  70    | 249  | -179 | *** MISMATCH
 821 |  67    | 250  | -183 | *** MISMATCH
 822 |  65    | 250  | -185 | *** MISMATCH
 823 |  62    | 251  | -189 | *** MISMATCH
 824 |  59    | 252  | -193 | *** MISMATCH
 825 |  57    | 253  | -196 | *** MISMATCH
 826 |  54    | 253  | -199 | *** MISMATCH
 827 |  52    | 254  | -202 | *** MISMATCH
 828 |  49    | 254  | -205 | *** MISMATCH
 829 |  47    | 254  | -207 | *** MISMATCH
 830 |  44    | 255  | -211 | *** MISMATCH
 831 |  42    | 255  | -213 | *** MISMATCH
 832 |  40    | 255  | -215 | *** MISMATCH
 833 |  37    | 255  | -218 | *** MISMATCH
 834 |  35    | 255  | -220 | *** MISMATCH
 835 |  33    | 255  | -222 | *** MISMATCH
 836 |  31    | 255  | -224 | *** MISMATCH
 837 |  29    | 254  | -225 | *** MISMATCH
 838 |  27    | 254  | -227 | *** MISMATCH
 839 |  25    | 254  | -229 | *** MISMATCH
 840 |  23    | 253  | -230 | *** MISMATCH
 841 |  21    | 253  | -232 | *** MISMATCH
 842 |  20    | 252  | -232 | *** MISMATCH
 843 |  18    | 251  | -233 | *** MISMATCH
 844 |  17    | 250  | -233 | *** MISMATCH
 845 |  15    | 250  | -235 | *** MISMATCH
 846 |  14    | 249  | -235 | *** MISMATCH
 847 |  12    | 248  | -236 | *** MISMATCH
 848 |  11    | 246  | -235 | *** MISMATCH
 849 |  10    | 245  | -235 | *** MISMATCH
 850 |   9    | 244  | -235 | *** MISMATCH
 851 |   7    | 243  | -236 | *** MISMATCH
 852 |   6    | 241  | -235 | *** MISMATCH
 853 |   5    | 240  | -235 | *** MISMATCH
 854 |   4    | 238  | -234 | *** MISMATCH
 855 |   3    | 237  | -234 | *** MISMATCH
 856 |   2    | 235  | -233 | *** MISMATCH
 857 |   1    | 234  | -233 | *** MISMATCH
 858 |   0    | 232  | -232 | *** MISMATCH
 859 |   1    | 230  | -229 | *** MISMATCH
 860 |   2    | 228  | -226 | *** MISMATCH
 861 |   3    | 226  | -223 | *** MISMATCH
 862 |   4    | 224  | -220 | *** MISMATCH
 863 |   5    | 222  | -217 | *** MISMATCH
 864 |   6    | 220  | -214 | *** MISMATCH
 865 |   7    | 218  | -211 | *** MISMATCH
 866 |   9    | 215  | -206 | *** MISMATCH
 867 |  10    | 213  | -203 | *** MISMATCH
 868 |  11    | 211  | -200 | *** MISMATCH
 869 |  12    | 208  | -196 | *** MISMATCH
 870 |  14    | 206  | -192 | *** MISMATCH
 871 |  15    | 203  | -188 | *** MISMATCH
 872 |  17    | 201  | -184 | *** MISMATCH
 873 |  18    | 198  | -180 | *** MISMATCH
 874 |  20    | 196  | -176 | *** MISMATCH
 875 |  21    | 193  | -172 | *** MISMATCH
 876 |  23    | 190  | -167 | *** MISMATCH
 877 |  25    | 188  | -163 | *** MISMATCH
 878 |  27    | 185  | -158 | *** MISMATCH
 879 |  29    | 182  | -153 | *** MISMATCH
 880 |  31    | 179  | -148 | *** MISMATCH
 881 |  33    | 176  | -143 | *** MISMATCH
 882 |  35    | 173  | -138 | *** MISMATCH
 883 |  37    | 170  | -133 | *** MISMATCH
 884 |  40    | 167  | -127 | *** MISMATCH
 885 |  42    | 165  | -123 | *** MISMATCH
 886 |  44    | 162  | -118 | *** MISMATCH
 887 |  47    | 158  | -111 | *** MISMATCH
 888 |  49    | 155  | -106 | *** MISMATCH
 889 |  52    | 152  | -100 | *** MISMATCH
 890 |  54    | 149  | -95 | *** MISMATCH
 891 |  57    | 146  | -89 | *** MISMATCH
 892 |  59    | 143  | -84 | *** MISMATCH
 893 |  62    | 140  | -78 | *** MISMATCH
 894 |  65    | 137  | -72 | *** MISMATCH
 895 |  67    | 134  | -67 | *** MISMATCH
 896 |  70    | 131  | -61 | *** MISMATCH
 897 |  73    | 128  | -55 | *** MISMATCH
 898 |  76    | 124  | -48 | *** MISMATCH
 899 |  79    | 121  | -42 | *** MISMATCH
 900 |  82    | 118  | -36 | *** MISMATCH
 901 |  85    | 115  | -30 | *** MISMATCH
 902 |  88    | 112  | -24 | *** MISMATCH
 903 |  90    | 109  | -19 | *** MISMATCH
 904 |  93    | 106  | -13 | *** MISMATCH
 905 |  97    | 103  | -6 | *** MISMATCH
 907 | 103    |  97  | +6 | *** MISMATCH
 908 | 106    |  93  | +13 | *** MISMATCH
 909 | 109    |  90  | +19 | *** MISMATCH
 910 | 112    |  88  | +24 | *** MISMATCH
 911 | 115    |  85  | +30 | *** MISMATCH
 912 | 118    |  82  | +36 | *** MISMATCH
 913 | 121    |  79  | +42 | *** MISMATCH
 914 | 124    |  76  | +48 | *** MISMATCH
 915 | 128    |  73  | +55 | *** MISMATCH
 916 | 131    |  70  | +61 | *** MISMATCH
 917 | 134    |  67  | +67 | *** MISMATCH
 918 | 137    |  65  | +72 | *** MISMATCH
 919 | 140    |  62  | +78 | *** MISMATCH
 920 | 143    |  59  | +84 | *** MISMATCH
 921 | 146    |  57  | +89 | *** MISMATCH
 922 | 149    |  54  | +95 | *** MISMATCH
 923 | 152    |  52  | +100 | *** MISMATCH

Total mismatches vs ideal sine[0..255] cycle: 862
