idx,time_ns,val,delta,note
535,586870000,230,-2
536,587830000,228,-2
537,588790000,226,-2
538,589750000,224,-2
539,590710000,222,-2
540,591670000,220,-2
541,592630000,218,-2
542,593590000,215,-3
543,594550000,213,-2
544,595510000,211,-2
545,596470000,208,-3
546,597430000,206,-2
547,598390000,203,-3
548,599350000,201,-2
549,600310000,198,-3
550,601270000,196,-2
551,602230000,193,-3
552,603190000,190,-3
553,604150000,188,-2
554,605110000,185,-3
555,606070000,182,-3
556,607030000,179,-3
557,607990000,176,-3
558,608950000,173,-3
559,609910000,170,-3
560,610870000,167,-3
561,611830000,165,-2
562,612790000,162,-3
563,613750000,158,-4
564,614710000,155,-3
565,615670000,152,-3
566,616630000,149,-3
567,617590000,146,-3
568,618550000,143,-3
569,619510000,140,-3
570,620470000,137,-3
571,621430000,134,-3
572,622390000,131,-3
573,623350000,128,-3
574,624310000,124,-4
575,625270000,121,-3
576,626230000,118,-3
577,627190000,115,-3
578,628150000,112,-3
579,629110000,109,-3
580,630070000,106,-3
581,631030000,103,-3
582,631990000,100,-3
583,632950000,97,-3
584,633910000,93,-4
585,634870000,90,-3
586,635830000,88,-2
587,636790000,85,-3
588,637750000,82,-3
589,638710000,79,-3
590,639670000,76,-3
591,640630000,73,-3
592,641590000,70,-3
593,642550000,67,-3
594,643510000,65,-2
595,644470000,62,-3
596,645430000,59,-3
597,646390000,57,-2
598,647350000,54,-3
599,648310000,52,-2
600,649270000,49,-3
601,650230000,47,-2
602,651190000,44,-3
603,652150000,42,-2
604,653110000,40,-2
605,654070000,37,-3
606,655030000,35,-2
607,655990000,33,-2
608,656950000,31,-2
609,657910000,29,-2
610,658870000,27,-2
611,659830000,25,-2
612,660790000,23,-2
613,661750000,21,-2
614,662710000,20,-1
615,663670000,18,-2
616,664630000,17,-1
617,665590000,15,-2
618,666550000,14,-1
619,667510000,12,-2
620,668470000,11,-1
621,669430000,10,-1
622,670390000,9,-1
623,671350000,7,-2
624,672310000,6,-1
625,673270000,5,-1
626,675190000,4,-1
627,676150000,3,-1
628,677110000,2,-1
629,679030000,1,-1
630,681910000,0,-1
631,688630000,1,1
632,691510000,2,1
633,693430000,3,1
634,694390000,4,1
635,695350000,5,1
636,697270000,6,1
637,698230000,7,1
638,699190000,9,2
639,700150000,10,1
640,701110000,11,1
641,702070000,12,1
642,703030000,14,2
643,703990000,15,1
644,704950000,17,2
645,705910000,18,1
646,706870000,20,2
647,707830000,21,1
648,708790000,23,2
649,709750000,25,2
650,710710000,27,2
651,711670000,29,2
652,712630000,31,2
653,713590000,33,2
654,714550000,35,2
655,715510000,37,2
656,716470000,40,3
657,717430000,42,2
658,718390000,44,2
659,719350000,47,3
660,720310000,49,2
661,721270000,52,3
662,722230000,54,2
663,723190000,57,3
664,724150000,59,2
665,725110000,62,3
666,726070000,65,3
667,727030000,67,2
668,727990000,70,3
669,728950000,73,3
670,729910000,76,3
671,730870000,79,3
672,731830000,82,3
673,732790000,85,3
674,733750000,88,3
675,734710000,90,2
676,735670000,93,3
677,736630000,97,4
678,737590000,100,3
679,738550000,103,3
680,739510000,106,3
681,740470000,109,3
682,741430000,112,3
683,742390000,115,3
684,743350000,118,3
685,744310000,121,3
686,745270000,124,3
687,746230000,128,4
688,747190000,131,3
689,748150000,134,3
690,749110000,137,3
691,750070000,140,3
692,751030000,143,3
693,751990000,146,3
694,752950000,149,3
695,753910000,152,3
696,754870000,155,3
697,755830000,158,3
698,756790000,162,4
699,757750000,165,3
700,758710000,167,2
701,759670000,170,3
702,760630000,173,3
703,761590000,176,3
704,762550000,179,3
705,763510000,182,3
706,764470000,185,3
707,765430000,188,3
708,766390000,190,2
709,767350000,193,3
710,768310000,196,3
711,769270000,198,2
712,770230000,201,3
713,771190000,203,2
714,772150000,206,3
715,773110000,208,2
716,774070000,211,3
717,775030000,213,2
718,775990000,215,2
719,776950000,218,3
720,777910000,220,2
721,778870000,222,2
722,779830000,224,2
723,780790000,226,2
